,0,1
1215,خوب میرینی تو هف جد آخوندا,"""تنفر"""
1216,حدقل بعد چمشید قاسمپور میرفتی با جمشید هاشمپور بعد تتلو نیسان آبی بزنه به کمرت,"""تنفر"""
1217,با عمو تتلو هم استوری بزار,"""غیرتنفر"""
1218,دمت گرم غمت کم پیک آخر پیک ادب به سلامتی هر چی با ادب,"""غیرتنفر"""
1219,چقد به هم میاین شما,"""غیرتنفر"""
1220,مبارک باشه با تتلو تا الان دیگه پرد تو زد,"""تنفر"""
1221,با اینکه یه روز در میون روز زن و دختره بازم مبارک باشه,"""غیرتنفر"""
1222,این بره برزیل برزیل بره کجا,"""تنفر"""
1223,عشق فیک نوید خودتو با این عشق فیک خراب نکن,"""تنفر"""
1224,سرنوشت دنیا جهانبخت در انتظارته,"""تنفر"""
1225,دیگ به دیگ میگه روت سیاه,"""تنفر"""
1226,سلام سحر تتلو چرا جواب نمیده,"""غیرتنفر"""
1227,تو بودی میگفتی کاش میشد شکایت کنم حالا بخدب زیرش شکایت کن,"""تنفر"""
1228,بیشرف دوست فوت کرده یه استوری نزاشتی خاک برسرت کنم خجالت خوب چیزی,"""تنفر"""
1229,همرا با هم تیک بزنن عمرا سحر با تتلو ازدواج کنه سحر لیاقتش بیشتر از ایناست,"""غیرتنفر"""
1230,تتلو سلطان رو حداقل دیگه مخ نکن این یکیو,"""غیرتنفر"""
1231,سحر قریشی از زمانی که شورت تنش کرده بود انقدر کامنت نگرفته بود,"""تنفر"""
1232,خوش میگذره تورکیه خونه لاکچری ی پیش تتلو,"""غیرتنفر"""
1233,حس میکنم اولین باره میبینم نوید میخنده,"""غیرتنفر"""
1234,سحر قریشی ببین چطوری تتلو خامت کرد یه مدت باهات هست بعد هیچی تمام موقعیت خودتو تو ایران خراب نکن,"""غیرتنفر"""
1235,فاجعه اینجاست که همین پدر فیلترینگ داره تو رسانه میلی نطق میکنه با اون مصاحبه مسخره دو گیگشواقعا اینا این ملت وچی فرض کردند,"""تنفر"""
1236,حواست ب عمو باشه بار اخرت باشه عکس میگیری,"""تنفر"""
1237,خداییش حالت بهم نمیخوره وقتی بغل اون آفتاب پرست میخوابی,"""تنفر"""
1238,شمام اومدید ببینین تو کامنتا درمورد تتل چی میگن,"""غیرتنفر"""
1239,بعده تتلی منو هم گول بزن,"""تنفر"""
1240,ولی خدایی کافر همه را به کیش خود پندارد من آخوند ندیدم از زمین و زمان طلبکار نباشه,"""تنفر"""
1241,اقاا خرافاتو ترویج ندین لطفا واقعا اعتقاد دارید به چشم زخم باورم نمیشه تو این دوره و زمونه ادمایی مثل شما هنوزم خرافاتی باشن,"""غیرتنفر"""
1242,یه تسلیت نگفتی همکارت فوت شده خانم زهره شکور,"""غیرتنفر"""
1243,من فقط واس کامنت خوندن اومدم,"""غیرتنفر"""
1244,نکشیمون جومونگ هو شه تتلو خوبه سلام برسون,"""غیرتنفر"""
1245,سکینه هم اسم قشنگی بود چرا عوض کردی,"""غیرتنفر"""
1246,کسی عروس واسه مامانش نمیخواد,"""غیرتنفر"""
1247,جان من اگه به تتلو گفتی آره که بگو دیگه بذاریمت کنار,"""تنفر"""
1248,ده میلیون فالور داری ولی بازدید فقط  کا همین چن هزارتام یه مشت بنگی,"""تنفر"""
1249,ارزش سحر خانم همین تتلو جلفه اخه انقدر ارزون بودی,"""تنفر"""
1250,دوتا عشق در یک قاب,"""غیرتنفر"""
1251,خوش باشی کنار آقا نوید,"""غیرتنفر"""
1252,آخه‌ی چرا پاشو بستی کوچولو,"""غیرتنفر"""
1253,خونه خوبه خونه مامانم نویده,"""غیرتنفر"""
1254,وقتی توی قرن  هنوز عده‌ای باور می‌کنند که طرف از توی چاه میخواد بیرون بیاد دنیا رو نجات بده توقع دارید سال پیش باور نکنند خدا تو غار با محمد حرف میزده,"""تنفر"""
1255,مامان و بابا هم شدین,"""غیرتنفر"""
1256,تتل بگیر نیست فقط بکونه,"""تنفر"""
1257,مردم براش ک چه کوچولو ونازه,"""غیرتنفر"""
1258,پیک امید باش و پیام آور بهار,"""غیرتنفر"""
1259,در هر حال باید از کون ارباباش بخوره کم مونده بود گوزیدن بایدن رو در یک عمل خودجوش گردن بگیره ریدم دهن وطن فروشت,"""تنفر"""
1260,همش بخاطر یوتیوب ودرامد زایی هست ساده نباشید هرکی موافق حرفمه لایک کنه,"""تنفر"""
1261,عکس پروفایل تو عوض کردی و نماد تک چشم ایلومینیاتی گذاشتی که ثابت کنی توام آره توام مث تتلو شیطان پرست شدی بابا فهمیدیم,"""تنفر"""
1262,دوستان ازدواج تتلو و سحر دروغه باور نکنین بعضی‌ها میان در مورد هنرمند‌های کشورمون شایعه میکنند لطفا باور نکنین,"""غیرتنفر"""
1263,و تنها مرگ دروغ نمیگوید,"""غیرتنفر"""
1264,سحر قریشی تو دیگه سنت رفته بالا کچلم که شدی سحر پیرزن تتلی,"""تنفر"""
1265,واقعا رفته پیش تتلو آیا,"""غیرتنفر"""
1266,اوه چقد تتلیتی ریخته اینجا,"""غیرتنفر"""
1267,چرا اینا باید از دولت مواجب بگیرن کلی پول پارچه لباساشونه فقط ده متر دور سرشونه وکلی هزینه شستشوش بودجه همین لباسا میتونه بیشی از فقرارو خرج لباس وپوشاکشون بشه الان علم پیشرفت کرده همه میتونن درمورد دینشون از اینترنت راهنمایی بگیرن تمام روحانیت عمامه سفید جمع بشن برن سر کار تو کارخونه‌ها جاده سازی معادن لباسشونم بشه لباس معمولی حقوقشونم از بیت المال قطع بشه تمام کشور خود بخود سرو سامون میگیرین اولین راهکار هم اول از صدا وسیما پاکسازی شروع بشه بخدا دیگه نه قشر کاگر نه بازنشسته ونه معلم اعتراض نمیکنن چون میفهمن درجامعه حق سرجاشه,"""تنفر"""
1268,سحر توروخدا دیگ تتو نکن لاقل تویکی تتو نکن بسه,"""غیرتنفر"""
1269,با بولدوزر از روی مقامات دولت رد شدی دمت گرم,"""تنفر"""
1270,اینم از اولش معلوم بود یه تختش کمه,"""تنفر"""
1271,اونایی که اومدن کامنت بخونن کجان,"""تنفر"""
1272,مرگ بر پوتین مرگ برحامیان پوتینزنده باد مقاومت ارتش ومردم اوکراین اتحاد,"""تنفر"""
1273,مرگ بر دیکتاتور مرگ بر دیگتاتور,"""تنفر"""
1274,چرا این لبتو ایجور میگیری با این همه فتوشاپ خداوکیلی که چ بشه هرکی گفت لبش مثل چ میشه,"""تنفر"""
1275,کمتر خونه تتل آتیش بازی کن,"""غیرتنفر"""
1276,کیا اومدن کامنت تتلو رو بخونن,"""غیرتنفر"""
1277,خیلی خوب بود کنار ادمای خوب کلا  ثانیه,"""غیرتنفر"""
1278,پولای جمشید قاسم پور رو بردی برا تتلو خرج کنی,"""تنفر"""
1279,عروسیت با تتلو ماهم دعوت کن,"""غیرتنفر"""
1280,یه ربعه دهرم میخندم و تاسف میخورم به حال خودم و مملکتم که چنین استعدادهایی باید از مملکت مهاجرت کنند ولی پخمگان و بی استعدادهایی مانند رامبد جوان و باید برای ملت مظلوم ایران ادا و اطوار در بیارن آرزوی سلامتی همه هنرمندان خارج از کشور را از خداوند بلند مرتبه خواهانم,"""تنفر"""
1281,خب وایسدید تا کنسرت تتلو قراره خودش از حاج خانوم رو نمایی کنه اگ هم نکرد ینی خبری نیس ولی هست,"""غیرتنفر"""
1282,دمت گرم پدر نفهمش صد در صد خودشه,"""تنفر"""
1283,من اینهمه کامنت گذاشتم اومدید گفتید قضاوت نکنیداین هرزه فقط پول میشناسه همین وبس بعد یه مدت ازبین میره رابطشون میگید نه تماشا کن,"""تنفر"""
1284,من قضاوتت نمیکنم سحر جان و مطمئنم انتخاب و اشتباهاتت ب خودت ربط داره و طرفدار بازیهای خوبت هستیم و خواهیم بود,"""غیرتنفر"""
1285,درد وبلای معلما بخوره تو سر شون,"""تنفر"""
1286,اوخ دست پیشی شایدم پاش نمیدونم,"""غیرتنفر"""
1287,سحر باجی برکت دی اوسون,"""غیرتنفر"""
1288,ساعت عدالت برای مزدوران عقب ماندهبی شرف و جانی خدمتگزار به اشغالگران جنایتکار جمهوری اسلامیبسیار نزدیکهبه زودی در آتش خشم ما مردم ایرانبا زجر و دردی تاریخیخواهید سوخت و بد تاوانی در انتظار شما عقب ماندگان بی وطن است,"""تنفر"""
1289,سرزمینت با پول انگلیس نشستی مردم سرزمینتو مسخره و تحقیر میکنی نمیگی اینهمه افغانی داریم تو کشور مارو مضحکه این آدمها کردید شما بفکر آبروی سرزمینت نیستی,"""تنفر"""
1290,منتظر بعدی باشیم یا زودهجواب بدین,"""غیرتنفر"""
1291,طلبه کل مملکت را ارث پدر خودش میدونه مردم را هم خدمتکار و غلام حلقه به گوش خودش و جد و آبادش میدونه,"""تنفر"""
1292,خسته نباشی دلاور فقط با بچه به ایران بر نگردی,"""تنفر"""
1293,سحر سلطان تتلورو بازیگر کن,"""غیرتنفر"""
1294,وقتی یه بیسواد جهان سومی میشه سخنران بیشتر ازین ازش انتظار نمیره,"""تنفر"""
1295,دنیا جهانبخت فقط با خواننده‌ها ترلان پروانه با فوتبالیست‌ها ولی این سحر قریشی تمام اصناف رو پوشش میده,"""تنفر"""
1296,شب بخیر بچه‌ها کرکره کامنتو میبندم,"""غیرتنفر"""
